	ECAH1	ECAH2	ECAH3	ECAH4	ECAH5	ECAH6	ECG1	ECG2	ECG3	ECG4	ECG5	ECG6	ORAPG1	ORAPG2	ORAPG3	ORAPG4	ORAPG5	ORAPG6
Pocillopora_acuta_HIv2___RNAseq.g23271.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23272.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23273.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23274.t1	0	0	0	0	0	0	1	0	0	3	1	0	0	1	0	1	0	0
Pocillopora_acuta_HIv2___RNAseq.g23275.t1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23276.t2	4	5	7	8	3	7	19	16	17	15	5	4	5	9	15	22	15	5
Pocillopora_acuta_HIv2___RNAseq.g23279.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g2328.t1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23281.t1	15	7	18	27	8	8	6	8	4	10	5	5	11	6	11	9	13	6
Pocillopora_acuta_HIv2___RNAseq.g23282.t1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23284.t1	8	4	4	13	7	7	6	5	5	4	8	8	8	10	15	10	17	4
Pocillopora_acuta_HIv2___RNAseq.g23285.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23287.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23288.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23289.t1	60	51	45	88	45	39	40	32	45	18	18	16	86	108	86	69	96	51
Pocillopora_acuta_HIv2___RNAseq.g2329.t1	32	24	25	33	11	21	8	11	14	2	3	1	6	7	8	1	0	0
Pocillopora_acuta_HIv2___RNAseq.g23290.t1	5	2	6	8	2	2	6	4	3	7	3	7	11	14	5	9	14	5
Pocillopora_acuta_HIv2___RNAseq.g23291.t1	4	0	2	3	0	2	0	0	1	1	0	0	1	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23292.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23294.t1	0	1	6	2	2	1	1	0	0	1	0	0	1	0	0	1	1	0
Pocillopora_acuta_HIv2___RNAseq.g23295.t1	0	1	0	0	1	0	1	0	4	3	1	2	1	0	2	1	0	0
Pocillopora_acuta_HIv2___RNAseq.g23296.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23297.t1	0	0	0	1	0	0	2	3	3	1	3	2	1	1	2	3	5	2
Pocillopora_acuta_HIv2___RNAseq.g23298.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23299.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g233.t1	4	3	1	2	1	0	0	0	0	0	0	0	8	1	6	3	0	1
Pocillopora_acuta_HIv2___RNAseq.g2330.t1a	8	13	12	31	22	13	0	0	0	0	0	0	0	0	0	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g2330.t1b	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g2330.t1c	16	14	7	19	13	14	9	9	12	6	6	4	12	17	7	3	8	6
Pocillopora_acuta_HIv2___RNAseq.g23300.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0
Pocillopora_acuta_HIv2___RNAseq.g23301.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23302.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23303.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23304.t1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23305.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23306.t1	2	2	3	5	0	2	5	3	3	3	2	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23307.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23308.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g2331.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23310.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23311.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23312.t1	0	2	0	6	1	3	1	0	1	2	1	0	1	1	0	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g23313.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23314.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pocillopora_acuta_HIv2___RNAseq.g23315.t1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23316.t1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23317.t1	3	4	2	9	3	2	5	0	1	0	0	0	1	0	1	1	0	0
Pocillopora_acuta_HIv2___RNAseq.g23318.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23319.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g2332.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23320.t1	33	26	26	36	19	20	83	78	105	77	72	49	27	24	34	34	35	23
Pocillopora_acuta_HIv2___RNAseq.g23321.t1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23324.t1	1	0	0	3	1	1	2	0	1	0	0	1	0	0	2	2	0	0
Pocillopora_acuta_HIv2___RNAseq.g23326.t1	11	2	1	3	2	2	1	0	0	0	0	0	0	1	0	2	0	0
Pocillopora_acuta_HIv2___RNAseq.g23328.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23329.t1	60	33	66	118	63	68	47	39	45	40	62	38	30	33	41	58	42	16
Pocillopora_acuta_HIv2___RNAseq.g2333.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23330.t1	1	2	0	4	4	3	1	0	2	0	1	0	4	0	4	3	0	0
Pocillopora_acuta_HIv2___RNAseq.g23331.t1	6	6	4	17	5	11	5	1	4	0	0	0	0	0	3	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23334.t1	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23335.t1a	1	1	1	2	0	0	0	1	1	1	0	0	0	0	0	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g23335.t1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23335.t1c	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23336.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23337.t1a	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23337.t1b	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23337.t1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23339.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23340.t1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23340.t1b	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23340.t1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23341.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23342.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23343.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23344.t1	4	1	0	2	2	2	2	0	1	1	4	0	1	0	1	1	1	1
Pocillopora_acuta_HIv2___RNAseq.g23345.t1	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23346.t1	1	1	3	1	1	0	0	1	2	1	0	0	0	0	0	2	0	0
Pocillopora_acuta_HIv2___RNAseq.g23347.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23348.t1	1	4	11	14	10	7	14	9	17	12	14	15	3	1	7	10	11	4
Pocillopora_acuta_HIv2___RNAseq.g23349.t1	13	7	7	17	11	6	43	24	35	23	18	21	23	27	38	28	35	23
Pocillopora_acuta_HIv2___RNAseq.g2335.t1	5	2	3	8	0	2	8	7	8	3	6	5	6	7	7	4	2	3
Pocillopora_acuta_HIv2___RNAseq.g23350.t1	88	64	78	108	76	65	88	89	92	37	50	36	63	70	96	89	60	47
Pocillopora_acuta_HIv2___RNAseq.g23351.t1	95	40	39	63	30	43	32	36	35	6	5	7	17	22	25	22	13	12
Pocillopora_acuta_HIv2___RNAseq.g23355.t1	0	2	0	0	1	1	0	0	0	0	0	0	0	1	5	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g23356.t1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23358.t1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g2336.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23361.t1	1	2	2	1	2	3	5	4	6	0	0	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23362.t1	1	2	1	2	1	2	0	0	0	0	0	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23364.t1	3	0	1	3	2	0	0	3	1	2	4	0	1	1	0	3	4	1
Pocillopora_acuta_HIv2___RNAseq.g23365.t1	4	4	1	9	2	3	1	1	1	2	1	4	1	0	0	1	1	2
Pocillopora_acuta_HIv2___RNAseq.g23367.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23368.t1	2	2	8	10	9	4	0	0	0	1	0	0	5	2	5	1	0	0
Pocillopora_acuta_HIv2___RNAseq.g23371.t1	39	23	39	45	20	32	17	7	15	0	1	2	4	4	3	8	5	2
Pocillopora_acuta_HIv2___RNAseq.g23372.t1	0	1	1	1	2	1	4	1	1	0	1	1	0	1	2	6	0	2
Pocillopora_acuta_HIv2___RNAseq.g23373.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g23375.t1	1	1	1	0	1	0	1	2	4	0	0	0	0	1	1	0	1	2
Pocillopora_acuta_HIv2___RNAseq.g23376.t1a	12	10	5	19	4	7	3	8	12	0	0	0	4	5	8	2	2	0
Pocillopora_acuta_HIv2___RNAseq.g23376.t1b	15	7	9	11	5	4	8	4	7	2	1	1	10	9	21	2	0	1
Pocillopora_acuta_HIv2___RNAseq.g23378.t1	194	141	104	57	30	55	33	23	26	11	6	5	15	24	19	7	5	9
Pocillopora_acuta_HIv2___RNAseq.g23379.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23380.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23381.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23383.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23385.t1	140	85	92	172	106	152	182	139	172	164	177	191	143	135	162	381	249	295
Pocillopora_acuta_HIv2___RNAseq.g23386.t1	1	1	2	1	0	2	18	17	37	15	21	13	2	3	5	9	3	4
Pocillopora_acuta_HIv2___RNAseq.g23387.t1	0	3	1	1	0	0	5	7	12	8	19	14	2	1	6	3	3	4
Pocillopora_acuta_HIv2___RNAseq.g23388.t1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g23389.t1	15	4	4	17	9	15	35	33	68	31	30	38	26	31	38	91	51	51
Pocillopora_acuta_HIv2___RNAseq.g2339.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23393.t1	4	2	2	2	1	1	0	2	1	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23394.t1	99	67	63	122	70	102	124	94	112	130	130	126	114	121	136	251	199	84
Pocillopora_acuta_HIv2___RNAseq.g23395.t1	1	0	2	0	1	0	3	2	1	1	4	0	3	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23396.t1	15	18	11	31	12	22	24	27	37	33	38	20	29	20	39	35	35	21
Pocillopora_acuta_HIv2___RNAseq.g23397.t1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23398.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
Pocillopora_acuta_HIv2___RNAseq.g23399.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g2340.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23400.t1	4	8	1	10	4	4	2	10	2	4	1	1	2	0	2	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g23401.t2	50	31	41	58	28	41	3	6	3	2	2	2	1	1	0	2	0	1
Pocillopora_acuta_HIv2___RNAseq.g23403.t1	6	5	2	7	3	5	4	2	3	2	1	0	0	2	2	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g23404.t1	17	12	5	12	12	9	5	5	2	2	2	0	3	5	8	3	4	2
Pocillopora_acuta_HIv2___RNAseq.g23405.t1	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23406.t1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23407.t1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g2341.t1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23410.t1	6	8	3	4	0	1	4	2	5	0	1	0	4	5	8	1	2	1
Pocillopora_acuta_HIv2___RNAseq.g23411.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23412.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23414.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23415.t1	22	17	14	33	27	24	23	24	13	32	26	30	17	19	11	17	20	17
Pocillopora_acuta_HIv2___RNAseq.g23416.t1	1	8	4	6	6	11	1	0	0	0	1	0	0	1	0	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g23417.t1	7	3	7	8	4	6	3	3	3	3	3	4	2	2	3	0	0	1
Pocillopora_acuta_HIv2___RNAseq.g23418.t1	73	60	28	49	47	50	35	29	30	10	29	27	12	27	26	3	9	5
Pocillopora_acuta_HIv2___RNAseq.g23419.t1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23421.t1	18	14	8	9	12	8	29	18	13	11	13	10	11	7	13	5	4	4
Pocillopora_acuta_HIv2___RNAseq.g23422.t1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23423.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23424.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23425.t1	37	36	26	48	42	33	17	13	16	18	30	19	31	28	26	6	21	15
Pocillopora_acuta_HIv2___RNAseq.g23426.t1	39	16	20	17	8	10	14	14	14	8	6	10	11	20	29	12	17	8
Pocillopora_acuta_HIv2___RNAseq.g23427.t2	56	39	47	76	32	48	57	38	64	19	30	20	41	49	63	76	54	36
Pocillopora_acuta_HIv2___RNAseq.g23428.t1	15	8	3	7	11	14	7	5	2	4	7	5	6	2	6	2	2	0
Pocillopora_acuta_HIv2___RNAseq.g23429.t1	9	3	5	9	2	4	7	7	11	4	4	3	4	2	4	1	1	2
Pocillopora_acuta_HIv2___RNAseq.g23431.t1	29	34	23	32	19	18	26	14	20	11	14	11	19	14	17	23	8	9
Pocillopora_acuta_HIv2___RNAseq.g23432.t1	11	5	5	12	4	10	6	11	7	3	14	7	3	7	3	4	14	1
Pocillopora_acuta_HIv2___RNAseq.g23433.t1	1	1	0	0	0	1	3	0	1	1	0	0	3	2	1	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g23434.t1	0	2	2	3	0	4	1	1	2	0	0	0	1	4	1	1	1	1
Pocillopora_acuta_HIv2___RNAseq.g23435.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23436.t1	1	1	3	2	3	3	5	1	1	3	3	3	1	1	5	8	3	5
Pocillopora_acuta_HIv2___RNAseq.g23437.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23438.t1	1	4	4	5	3	9	2	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23439.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23440.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23441.t1	3	1	3	1	0	2	1	2	2	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23443.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23444.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23446.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23447.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23448.t1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23449.t1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Pocillopora_acuta_HIv2___RNAseq.g2345.t1	0	0	0	0	0	0	3	1	2	0	0	2	0	1	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23450.t1	1	1	1	1	0	2	1	1	3	0	0	0	1	0	1	0	0	1
Pocillopora_acuta_HIv2___RNAseq.g23451.t1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23452.t1	0	1	2	0	1	0	1	1	0	0	1	1	3	2	0	2	1	0
Pocillopora_acuta_HIv2___RNAseq.g23453.t1	0	0	0	0	0	0	1	1	3	2	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23454.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23455.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23456.t1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23457.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23459.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g2346.t1	1	2	0	1	0	0	5	1	0	0	0	1	0	0	0	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g23460.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23461.t1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23462.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23463.t1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23464.t1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23465.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23466.t1	0	2	0	1	0	0	2	1	2	2	2	1	0	0	0	2	1	2
Pocillopora_acuta_HIv2___RNAseq.g23467.t1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23468.t1	2	1	2	4	2	2	3	2	3	0	2	0	0	0	3	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g2347.t1	9	8	9	23	4	8	19	10	15	4	9	2	12	13	13	11	5	5
Pocillopora_acuta_HIv2___RNAseq.g23470.t1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
Pocillopora_acuta_HIv2___RNAseq.g23471.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23474.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23475.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23476.t1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23476.t1b	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23477.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23478.t1	10	4	7	22	7	5	65	38	53	27	44	10	2	6	5	7	8	3
Pocillopora_acuta_HIv2___RNAseq.g23479.t1	1	0	1	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g2348.t1	0	1	0	2	0	3	0	0	0	0	1	1	4	5	6	4	3	1
Pocillopora_acuta_HIv2___RNAseq.g23481.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23483.t1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23484.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23488.t1	0	0	0	0	0	0	22	15	26	7	21	14	1	1	0	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g23489.t1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g2349.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23490.t1	0	1	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23491.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23492.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23493.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23494.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pocillopora_acuta_HIv2___RNAseq.g23495.t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23496.t1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Pocillopora_acuta_HIv2___RNAseq.g23497.t1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23498.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23499.t1	1	3	1	1	1	0	2	1	8	1	0	2	0	0	2	1	1	0
Pocillopora_acuta_HIv2___RNAseq.g2350.t1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	2	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23500.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23501.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23502.t1	0	0	0	0	0	0	2	4	1	2	4	4	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g23504.t1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0
