	ECAH1	ECAH2	ECAH3	P2_a	P2_b	P2_c	ECG1	ECG2	ECG3	ORAPG1	ORAPG2	ORAPG3	P3_a	P3_b	P3_c
Pocillopora_acuta_HIv2___RNAseq.g21545.t1	4	2	1	0	1	0	1	0	3	3	1	4	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g21546.t1	185	120	120	121	165	196	141	147	164	102	112	155	391	211	258
Pocillopora_acuta_HIv2___RNAseq.g21548.t1	9	6	6	0	5	1	5	5	7	2	2	5	2	2	1
Pocillopora_acuta_HIv2___RNAseq.g21549.t1	24	33	21	44	92	90	45	33	69	16	19	19	121	80	105
Pocillopora_acuta_HIv2___RNAseq.g2155.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21553.t1	23	22	20	110	165	181	18	12	16	8	20	15	159	100	144
Pocillopora_acuta_HIv2___RNAseq.g21555.t1	1	0	0	1	2	1	5	4	1	6	6	4	3	4	1
Pocillopora_acuta_HIv2___RNAseq.g21556.t1	0	1	0	0	0	0	2	3	1	1	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21557.t1	6	8	8	0	0	0	2	2	2	2	2	5	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21558.t1	0	0	0	0	0	0	0	0	0	4	2	1	1	3	1
Pocillopora_acuta_HIv2___RNAseq.g21559.t1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g2156.t1	5	1	2	3	5	2	1	2	2	2	1	1	3	1	0
Pocillopora_acuta_HIv2___RNAseq.g21560.t1	1	0	1	2	2	2	0	0	1	0	2	0	1	1	2
Pocillopora_acuta_HIv2___RNAseq.g21562.t1	6	2	3	29	34	16	0	1	11	13	9	5	69	43	46
Pocillopora_acuta_HIv2___RNAseq.g21563.t1	13	19	14	0	1	0	14	7	8	0	1	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21564.t1	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21565.t1	3	2	1	0	0	1	3	4	0	0	2	1	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g21566.t1	41	21	25	28	49	26	26	15	25	17	25	13	70	41	73
Pocillopora_acuta_HIv2___RNAseq.g21568.t1	1	1	0	11	8	6	0	1	0	1	1	0	11	13	13
Pocillopora_acuta_HIv2___RNAseq.g2157.t1	44	35	24	46	55	56	40	37	39	35	33	43	153	77	117
Pocillopora_acuta_HIv2___RNAseq.g21571.t1	0	0	1	1	2	0	2	0	0	0	0	0	1	0	1
Pocillopora_acuta_HIv2___RNAseq.g21572.t1a	2	1	1	2	7	7	0	1	3	0	1	0	9	2	4
Pocillopora_acuta_HIv2___RNAseq.g21572.t1b	1	1	0	1	1	0	0	0	0	0	0	0	8	3	2
Pocillopora_acuta_HIv2___RNAseq.g21573.t1	10	8	11	5	27	19	6	6	10	4	6	6	26	13	26
Pocillopora_acuta_HIv2___RNAseq.g21574.t1	1	0	1	2	0	2	0	0	0	1	1	0	1	0	1
Pocillopora_acuta_HIv2___RNAseq.g21575.t1	6	3	3	2	1	1	1	3	1	1	1	0	2	0	1
Pocillopora_acuta_HIv2___RNAseq.g21576.t1	7	4	3	2	4	1	9	4	3	3	3	1	15	6	3
Pocillopora_acuta_HIv2___RNAseq.g21578.t1	1	0	2	3	1	0	0	0	1	0	1	1	1	0	5
Pocillopora_acuta_HIv2___RNAseq.g21579.t1	27	20	18	11	21	9	16	10	23	9	17	20	26	14	29
Pocillopora_acuta_HIv2___RNAseq.g2158.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pocillopora_acuta_HIv2___RNAseq.g21580.t1a	61	30	32	51	59	77	45	44	41	26	25	35	186	88	134
Pocillopora_acuta_HIv2___RNAseq.g21580.t1b	23	13	16	13	8	16	21	19	13	16	13	19	32	25	35
Pocillopora_acuta_HIv2___RNAseq.g21581.t1	107	89	84	53	76	46	93	62	85	76	59	65	114	57	105
Pocillopora_acuta_HIv2___RNAseq.g21582.t1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Pocillopora_acuta_HIv2___RNAseq.g21583.t1	8	5	4	8	18	10	12	1	5	4	5	2	8	16	16
Pocillopora_acuta_HIv2___RNAseq.g21584.t1	8	15	8	7	21	9	12	11	14	14	10	15	22	25	31
Pocillopora_acuta_HIv2___RNAseq.g21585.t1	5	6	3	14	25	16	3	2	4	9	2	3	39	22	20
Pocillopora_acuta_HIv2___RNAseq.g21586.t1	2	1	0	1	0	1	2	3	1	0	0	1	2	1	2
Pocillopora_acuta_HIv2___RNAseq.g21587.t1	32	30	21	8	13	8	33	38	33	29	24	33	27	14	27
Pocillopora_acuta_HIv2___RNAseq.g21588.t1a	2	1	0	1	2	1	0	0	1	1	0	1	5	2	8
Pocillopora_acuta_HIv2___RNAseq.g21588.t1b	13	5	7	18	22	17	12	15	11	12	11	13	50	30	41
Pocillopora_acuta_HIv2___RNAseq.g21589.t1	0	0	0	0	3	1	0	2	0	0	0	0	2	2	5
Pocillopora_acuta_HIv2___RNAseq.g21590.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pocillopora_acuta_HIv2___RNAseq.g21591.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21592.t1	10	9	15	3	5	2	7	8	4	1	6	2	8	2	7
Pocillopora_acuta_HIv2___RNAseq.g21593.t1	13	4	10	9	18	8	1	2	11	6	4	4	18	9	18
Pocillopora_acuta_HIv2___RNAseq.g21594.t1	123	107	87	90	125	90	79	78	67	89	106	80	123	111	142
Pocillopora_acuta_HIv2___RNAseq.g21595.t1	3	2	1	0	0	0	2	1	1	0	2	0	9	0	8
Pocillopora_acuta_HIv2___RNAseq.g21596.t1	76	63	40	18	21	13	20	12	19	12	11	9	24	17	15
Pocillopora_acuta_HIv2___RNAseq.g21598.t1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21599.t1	54	47	68	29	46	41	38	49	39	33	29	47	84	47	86
Pocillopora_acuta_HIv2___RNAseq.g216.t1	26	19	19	25	36	41	33	33	36	16	11	11	126	72	93
Pocillopora_acuta_HIv2___RNAseq.g21602.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21603.t1	1	1	1	31	28	12	0	3	3	5	5	1	28	17	34
Pocillopora_acuta_HIv2___RNAseq.g21604.t1	0	3	0	8	23	9	8	7	6	6	0	2	7	1	2
Pocillopora_acuta_HIv2___RNAseq.g21605.t1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21606.t1	2	0	3	2	4	3	3	0	1	0	2	0	3	3	3
Pocillopora_acuta_HIv2___RNAseq.g21607.t1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21608.t1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
Pocillopora_acuta_HIv2___RNAseq.g21609.t1	8	16	12	16	16	21	8	9	3	12	8	9	27	10	12
Pocillopora_acuta_HIv2___RNAseq.g21610.t1	11	4	8	4	7	6	7	10	9	6	9	11	10	8	6
Pocillopora_acuta_HIv2___RNAseq.g21611.t1a	7	6	3	8	6	8	12	8	13	3	6	8	12	8	9
Pocillopora_acuta_HIv2___RNAseq.g21611.t1b	2	0	0	0	0	2	0	1	2	0	1	0	1	1	0
Pocillopora_acuta_HIv2___RNAseq.g21612.t1	1	3	3	3	5	2	6	8	6	3	2	1	6	3	2
Pocillopora_acuta_HIv2___RNAseq.g21613.t1	14	7	8	10	5	11	14	5	13	11	6	5	24	13	16
Pocillopora_acuta_HIv2___RNAseq.g21614.t1	8	5	7	27	43	80	70	50	79	14	10	13	2	0	1
Pocillopora_acuta_HIv2___RNAseq.g21615.t1	1	2	1	5	1	2	0	0	0	3	1	2	2	0	1
Pocillopora_acuta_HIv2___RNAseq.g21616.t1	0	0	0	9	11	7	13	13	13	0	1	0	3	0	0
Pocillopora_acuta_HIv2___RNAseq.g21617.t1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1
Pocillopora_acuta_HIv2___RNAseq.g21618.t1	0	0	0	27	32	29	0	0	0	2	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21619.t1	1	0	1	2	6	4	5	6	6	0	1	2	5	2	14
Pocillopora_acuta_HIv2___RNAseq.g21620.t1	6	3	3	4	7	10	12	7	12	9	3	9	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21621.t1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21625.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21626.t1	3	3	2	4	4	7	0	3	2	1	1	0	9	3	2
Pocillopora_acuta_HIv2___RNAseq.g21627.t1	40	24	42	44	54	52	42	36	40	32	41	58	115	67	72
Pocillopora_acuta_HIv2___RNAseq.g21629.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g2163.t1	2	0	2	0	2	2	0	1	2	0	2	1	2	4	4
Pocillopora_acuta_HIv2___RNAseq.g21630.t1a	183	189	164	182	275	217	139	119	156	139	172	151	499	280	365
Pocillopora_acuta_HIv2___RNAseq.g21630.t1b	15	5	3	2	3	6	5	8	9	4	0	2	19	14	5
Pocillopora_acuta_HIv2___RNAseq.g21631.t1	1	2	1	0	0	1	2	0	0	1	1	0	1	1	1
Pocillopora_acuta_HIv2___RNAseq.g21632.t1	3	2	0	2	1	4	0	0	1	0	0	0	3	0	1
Pocillopora_acuta_HIv2___RNAseq.g21633.t1	2	5	3	3	10	9	8	7	5	0	2	5	6	2	7
Pocillopora_acuta_HIv2___RNAseq.g21634.t1	13	11	6	7	21	8	17	7	13	10	7	7	23	18	15
Pocillopora_acuta_HIv2___RNAseq.g21635.t1	38	24	30	19	46	44	12	26	19	15	19	14	54	35	45
Pocillopora_acuta_HIv2___RNAseq.g21637.t1	128	80	71	73	182	176	53	67	82	35	33	40	246	139	236
Pocillopora_acuta_HIv2___RNAseq.g21638.t1	4	2	2	6	10	7	2	2	2	1	2	6	9	3	6
Pocillopora_acuta_HIv2___RNAseq.g2164.t1	3	0	2	3	5	1	0	2	1	1	0	2	2	3	6
Pocillopora_acuta_HIv2___RNAseq.g21640.t1	3	4	4	2	3	1	1	2	0	1	2	0	7	5	7
Pocillopora_acuta_HIv2___RNAseq.g21641.t1	56	38	58	103	188	127	64	64	71	35	46	54	251	153	234
Pocillopora_acuta_HIv2___RNAseq.g21642.t2a	27	19	22	8	2	9	29	26	52	5	3	3	7	4	6
Pocillopora_acuta_HIv2___RNAseq.g21642.t2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21643.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21645.t1	0	0	0	3	6	2	1	0	0	2	1	0	0	0	1
Pocillopora_acuta_HIv2___RNAseq.g21646.t1	0	0	0	1	1	2	0	2	5	1	0	1	3	2	2
Pocillopora_acuta_HIv2___RNAseq.g21648.t1	0	0	0	1	3	4	0	0	0	0	0	0	3	0	0
Pocillopora_acuta_HIv2___RNAseq.g2165.t1	54	65	62	195	178	237	30	21	18	6	29	14	215	133	218
Pocillopora_acuta_HIv2___RNAseq.g21651.t1	2	0	2	0	1	2	2	1	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21654.t1	19	14	15	17	17	20	25	26	28	20	19	22	26	8	23
Pocillopora_acuta_HIv2___RNAseq.g21655.t1	51	66	53	64	70	70	14	7	10	47	49	67	66	36	51
Pocillopora_acuta_HIv2___RNAseq.g21656.t1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21657.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g2166.t1	10	9	6	17	30	18	6	8	10	10	13	8	48	22	35
Pocillopora_acuta_HIv2___RNAseq.g21660.t1	5	0	3	1	2	2	2	3	1	3	0	1	6	1	5
Pocillopora_acuta_HIv2___RNAseq.g21661.t1	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0
Pocillopora_acuta_HIv2___RNAseq.g21662.t1	0	0	1	2	4	4	2	1	1	5	3	1	2	4	2
Pocillopora_acuta_HIv2___RNAseq.g21663.t1	27	27	21	16	21	12	13	14	14	15	22	18	16	16	23
Pocillopora_acuta_HIv2___RNAseq.g21664.t1	59	61	51	49	72	94	72	77	59	54	65	58	213	130	135
Pocillopora_acuta_HIv2___RNAseq.g21665.t1	9	2	7	10	16	10	6	5	7	10	7	8	2	7	5
Pocillopora_acuta_HIv2___RNAseq.g21667.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g2167.t1	8	6	13	11	13	14	6	4	14	6	8	1	22	9	17
Pocillopora_acuta_HIv2___RNAseq.g21671.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21674.t1	0	0	0	0	0	2	0	0	1	1	0	1	1	1	4
Pocillopora_acuta_HIv2___RNAseq.g21677.t1	19	13	15	45	60	34	26	20	18	19	19	12	123	72	92
Pocillopora_acuta_HIv2___RNAseq.g21679.t1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g2168.t1	33	26	18	45	54	49	38	32	33	34	35	52	100	55	98
Pocillopora_acuta_HIv2___RNAseq.g21680.t1	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21681.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21682.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21683.t1	3	0	0	5	0	0	1	3	6	3	3	0	74	46	54
Pocillopora_acuta_HIv2___RNAseq.g21684.t1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21686.t1	3	2	2	0	2	1	0	1	0	0	0	0	6	0	4
Pocillopora_acuta_HIv2___RNAseq.g21687.t1	1	0	0	0	1	0	0	1	0	0	1	0	2	0	5
Pocillopora_acuta_HIv2___RNAseq.g21689.t1	2	4	9	84	102	159	10	3	1	1	1	2	10	13	36
Pocillopora_acuta_HIv2___RNAseq.g2169.t1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0
Pocillopora_acuta_HIv2___RNAseq.g21692.t1	1	1	0	2	1	1	2	0	0	3	3	2	6	0	2
Pocillopora_acuta_HIv2___RNAseq.g21693.t1	1	0	2	0	3	6	0	2	2	0	0	1	2	1	0
Pocillopora_acuta_HIv2___RNAseq.g21694.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21695.t1	46	12	17	16	8	9	15	11	3	19	37	48	15	11	13
Pocillopora_acuta_HIv2___RNAseq.g21696.t1	20	24	11	20	48	44	12	12	22	10	16	14	50	31	56
Pocillopora_acuta_HIv2___RNAseq.g21698.t2	18	10	20	7	17	16	6	6	8	3	14	14	60	28	41
Pocillopora_acuta_HIv2___RNAseq.g21699.t1	3	2	1	1	1	1	1	1	3	1	2	1	2	2	1
Pocillopora_acuta_HIv2___RNAseq.g217.t1	86	54	43	48	113	78	57	43	56	31	29	33	121	71	97
Pocillopora_acuta_HIv2___RNAseq.g2170.t1	78	59	92	42	57	53	77	68	102	59	62	75	148	69	88
Pocillopora_acuta_HIv2___RNAseq.g21700.t1	3	4	5	1	9	6	7	5	6	4	4	7	18	4	12
Pocillopora_acuta_HIv2___RNAseq.g21701.t1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Pocillopora_acuta_HIv2___RNAseq.g21702.t1	59	61	47	5	10	8	7	10	5	18	9	19	81	41	67
Pocillopora_acuta_HIv2___RNAseq.g21703.t1a	0	0	0	1	3	1	0	1	2	0	0	1	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g21703.t1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21703.t1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21704.t1	0	1	2	1	3	1	2	1	1	0	1	2	2	1	3
Pocillopora_acuta_HIv2___RNAseq.g21705.t1	3	0	1	9	9	5	3	2	3	5	6	6	15	15	9
Pocillopora_acuta_HIv2___RNAseq.g21706.t1	8	7	4	3	1	1	9	9	12	4	17	7	24	21	37
Pocillopora_acuta_HIv2___RNAseq.g21708.t1	131	89	64	120	188	184	106	71	69	56	50	61	315	170	208
Pocillopora_acuta_HIv2___RNAseq.g21709.t1	42	22	19	18	32	43	48	45	62	68	67	75	83	27	48
Pocillopora_acuta_HIv2___RNAseq.g2171.t1	6	4	1	10	10	9	5	7	7	8	10	9	35	12	25
Pocillopora_acuta_HIv2___RNAseq.g21710.t1	1	0	1	1	0	0	2	0	0	1	0	2	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21711.t1	0	0	0	0	0	0	0	0	1	4	7	6	1	1	2
Pocillopora_acuta_HIv2___RNAseq.g21712.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21713.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21714.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21715.t1	0	0	0	0	5	6	0	1	0	0	0	0	2	1	2
Pocillopora_acuta_HIv2___RNAseq.g21716.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21718.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g2172.t1	19	11	8	5	11	9	8	9	15	11	6	11	16	9	7
Pocillopora_acuta_HIv2___RNAseq.g21720.t1	1	2	0	0	1	0	0	0	0	0	2	1	3	1	2
Pocillopora_acuta_HIv2___RNAseq.g21721.t1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	3
Pocillopora_acuta_HIv2___RNAseq.g21722.t1	4	0	4	1	1	2	1	3	3	1	0	0	0	1	1
Pocillopora_acuta_HIv2___RNAseq.g21723.t1	29	58	23	47	166	74	21	24	28	8	14	8	168	63	110
Pocillopora_acuta_HIv2___RNAseq.g21724.t1	29	23	18	97	118	114	30	19	24	20	30	22	276	164	245
Pocillopora_acuta_HIv2___RNAseq.g21725.t1	0	0	0	6	10	6	2	2	3	2	2	3	13	11	11
Pocillopora_acuta_HIv2___RNAseq.g21726.t1	2	2	2	6	7	4	5	2	5	5	3	4	18	10	11
Pocillopora_acuta_HIv2___RNAseq.g21727.t1	5	5	3	6	5	7	5	4	8	4	6	8	7	5	8
Pocillopora_acuta_HIv2___RNAseq.g2173.t1	8	4	11	4	4	7	9	9	5	2	8	4	8	5	8
Pocillopora_acuta_HIv2___RNAseq.g21730.t1	260	269	209	253	455	266	237	186	220	220	186	196	343	279	415
Pocillopora_acuta_HIv2___RNAseq.g21731.t1	243	201	179	396	538	290	133	158	179	65	74	71	528	390	528
Pocillopora_acuta_HIv2___RNAseq.g21732.t1	69	46	40	266	612	308	29	54	42	13	6	4	305	184	315
Pocillopora_acuta_HIv2___RNAseq.g21733.t1	0	1	0	0	0	1	1	0	0	2	0	0	1	0	1
Pocillopora_acuta_HIv2___RNAseq.g21735.t1	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0
Pocillopora_acuta_HIv2___RNAseq.g21736.t1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1
Pocillopora_acuta_HIv2___RNAseq.g21737.t1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0
Pocillopora_acuta_HIv2___RNAseq.g21738.t1	3	1	1	1	0	0	0	0	0	2	1	1	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g2174.t1	25	26	14	15	24	27	35	26	22	28	24	25	44	28	37
Pocillopora_acuta_HIv2___RNAseq.g21740.t1	0	0	0	0	3	0	1	0	3	0	0	0	3	0	2
Pocillopora_acuta_HIv2___RNAseq.g21741.t1	4	0	0	8	27	14	7	2	4	6	1	6	29	12	29
Pocillopora_acuta_HIv2___RNAseq.g21742.t1	2	0	1	2	3	3	0	0	0	0	2	1	1	1	3
Pocillopora_acuta_HIv2___RNAseq.g21743.t1	6	3	2	1	3	6	3	3	2	3	4	1	8	3	7
Pocillopora_acuta_HIv2___RNAseq.g21744.t1	170	159	173	88	112	103	184	150	151	137	151	172	247	144	198
Pocillopora_acuta_HIv2___RNAseq.g21745.t1	13	5	15	26	35	45	6	9	9	11	9	12	38	35	48
Pocillopora_acuta_HIv2___RNAseq.g21746.t1	102	76	72	108	159	130	102	61	89	99	87	83	174	141	208
Pocillopora_acuta_HIv2___RNAseq.g21747.t1	30	25	22	23	46	17	24	19	20	17	19	24	48	35	31
Pocillopora_acuta_HIv2___RNAseq.g21748.t2	394	308	282	519	795	719	509	455	473	248	268	272	1276	705	1051
Pocillopora_acuta_HIv2___RNAseq.g21750.t1	0	0	0	1	4	1	1	2	3	1	2	1	5	5	5
Pocillopora_acuta_HIv2___RNAseq.g21751.t1	10	13	11	5	27	15	15	22	22	9	15	13	28	11	22
Pocillopora_acuta_HIv2___RNAseq.g21753.t1	2	0	0	5	4	3	0	0	0	0	0	0	10	8	4
Pocillopora_acuta_HIv2___RNAseq.g21754.t2a	148	121	124	86	172	98	145	144	134	373	308	316	256	209	241
Pocillopora_acuta_HIv2___RNAseq.g21754.t2b	5	10	5	16	15	8	5	4	5	5	9	6	22	8	22
Pocillopora_acuta_HIv2___RNAseq.g21755.t1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2
Pocillopora_acuta_HIv2___RNAseq.g21756.t1	2	0	0	2	6	5	2	5	3	1	3	0	11	8	12
Pocillopora_acuta_HIv2___RNAseq.g21757.t1	3	8	3	2	0	1	6	7	15	1	0	2	5	8	11
Pocillopora_acuta_HIv2___RNAseq.g21758.t1	1	3	0	0	2	1	1	4	6	4	2	2	1	1	0
Pocillopora_acuta_HIv2___RNAseq.g21759.t1	13	13	9	8	12	11	7	9	7	7	9	4	22	12	19
Pocillopora_acuta_HIv2___RNAseq.g2176.t1	5	5	3	3	27	11	3	3	2	2	1	0	22	10	16
Pocillopora_acuta_HIv2___RNAseq.g21760.t1	2	0	2	1	2	2	2	2	0	1	0	0	4	1	1
Pocillopora_acuta_HIv2___RNAseq.g21761.t1	0	3	1	4	8	2	0	1	5	4	2	2	3	6	2
Pocillopora_acuta_HIv2___RNAseq.g21762.t1	3	0	2	1	0	0	1	1	1	1	2	0	4	2	5
Pocillopora_acuta_HIv2___RNAseq.g21763.t1	11	11	13	6	16	16	5	10	5	2	11	2	33	18	31
Pocillopora_acuta_HIv2___RNAseq.g21766.t1	2	1	3	4	5	3	1	2	1	0	1	1	1	8	6
Pocillopora_acuta_HIv2___RNAseq.g21768.t1	1	3	1	16	13	20	19	19	15	14	16	18	8	16	21
Pocillopora_acuta_HIv2___RNAseq.g21769.t1	0	2	0	1	0	1	50	41	54	30	28	22	15	14	19
Pocillopora_acuta_HIv2___RNAseq.g21770.t1	0	0	0	1	1	1	10	4	6	0	0	1	0	0	1
Pocillopora_acuta_HIv2___RNAseq.g21773.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21775.t1	1	3	2	1	2	0	1	2	2	1	1	0	3	0	0
Pocillopora_acuta_HIv2___RNAseq.g21776.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21777.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21778.t1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21778.t1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21778.t1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21779.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21780.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21781.t1	9	7	11	3	7	13	10	5	5	7	3	6	31	13	23
Pocillopora_acuta_HIv2___RNAseq.g21782.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21783.t1	1	0	0	0	0	0	0	0	0	2	0	2	0	2	1
Pocillopora_acuta_HIv2___RNAseq.g21786.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21787.t1	26	19	19	39	50	62	45	53	47	30	23	28	109	67	84
Pocillopora_acuta_HIv2___RNAseq.g21788.t1	2	5	8	7	12	11	17	15	10	2	6	9	22	21	17
Pocillopora_acuta_HIv2___RNAseq.g21789.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g2179.t1	6	4	2	24	53	20	8	9	3	5	9	0	83	40	47
Pocillopora_acuta_HIv2___RNAseq.g21792.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21793.t1a	0	1	0	3	0	2	1	0	0	0	0	0	1	1	2
Pocillopora_acuta_HIv2___RNAseq.g21793.t1b	2	3	1	1	1	1	3	4	3	0	0	3	3	3	2
Pocillopora_acuta_HIv2___RNAseq.g21793.t1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21794.t1	2	2	3	4	8	14	2	2	5	3	0	2	20	7	8
Pocillopora_acuta_HIv2___RNAseq.g21798.t1	0	0	0	0	2	4	1	0	0	0	3	2	4	0	5
Pocillopora_acuta_HIv2___RNAseq.g218.t1	3	3	3	4	7	12	5	2	2	2	1	5	23	11	28
Pocillopora_acuta_HIv2___RNAseq.g2180.t1	2	2	0	1	1	0	1	3	0	0	0	0	11	2	8
Pocillopora_acuta_HIv2___RNAseq.g21800.t1	3	3	5	18	29	33	11	10	12	0	0	0	47	22	23
Pocillopora_acuta_HIv2___RNAseq.g21801.t1	180	146	168	107	177	106	343	247	333	264	268	329	233	172	243
Pocillopora_acuta_HIv2___RNAseq.g21802.t1	4	6	1	7	19	12	17	11	12	0	4	3	24	20	19
Pocillopora_acuta_HIv2___RNAseq.g21803.t2	40	43	44	80	171	172	11	13	9	25	18	19	147	92	112
Pocillopora_acuta_HIv2___RNAseq.g21805.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g21806.t1	0	0	0	0	0	1	1	0	0	0	0	0	3	0	3
Pocillopora_acuta_HIv2___RNAseq.g21808.t1	137	101	107	66	111	80	111	88	109	112	111	109	143	110	114
Pocillopora_acuta_HIv2___RNAseq.g21809.t1	7	1	4	10	9	2	1	1	3	1	4	4	15	11	11
Pocillopora_acuta_HIv2___RNAseq.g2181.t1	13	10	3	9	11	2	1	4	9	0	1	3	31	19	26
